Time,Amount,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
56886,4795.41,1.227752,0.297127,0.427134,-0.017935,-0.963642,1.24156,0.519515,0.388834,-0.083071,0.027134,-1.904,1.533017,0.360131,-0.322245,-0.720748,-0.479763,0.368094,0.376881,-0.954065,-0.804952,0.018338,-1.091297,-0.646761,0.127284,-0.121925,0.29641,-0.953166,2.098145,0
66803,1713.28,-0.123014,-2.819931,-0.688958,0.007594,-1.332546,0.765498,0.221545,0.44344,-0.758722,1.942265,-0.219464,-0.437697,-1.290266,1.466288,1.604921,-1.614046,0.336889,-2.75158,-1.579923,1.001626,-0.228072,0.563076,-1.141368,-0.852609,-0.198222,0.283169,0.426073,-0.245727,0
31551,1137.53,0.094179,0.582448,0.915095,1.72888,-0.090612,-1.148677,-0.5808,-0.144663,0.087238,-0.925695,-0.235828,0.436305,1.520879,-0.460554,-1.443859,1.106969,0.401102,0.849096,-0.169874,-0.560781,-0.065445,2.062176,1.566486,-1.94505,-1.003281,1.796414,-0.06244,-1.900167,0
116216,2118.56,0.010023,1.965341,0.157109,-1.076043,1.885477,0.087179,-1.982117,-1.865965,0.968509,1.118777,-0.060503,-0.534532,0.571134,1.642012,-1.708837,1.21925,0.338713,1.653312,0.668691,-1.773028,-0.5696,0.965572,-1.508843,0.242873,-0.871234,0.500846,1.978588,0.39965,0
11394,1440.36,-0.542599,0.53978,1.232214,0.215819,-0.132694,-0.066816,-1.921756,1.091015,0.101143,-0.26003,-0.054983,-0.922361,-0.692675,-1.14831,-0.147282,-1.110917,-1.526289,0.498727,-0.509974,-0.692183,1.114166,-0.405444,0.254046,0.00956,-1.596012,-0.007747,-0.378344,-1.075003,0
69092,3075.14,-0.769115,-0.957708,1.432872,-0.180126,0.066762,0.316093,-1.663736,-0.139903,1.163325,0.157165,-0.498773,1.583204,0.656128,-0.772468,-0.037448,-0.445202,-0.787785,0.653076,1.136101,-0.470956,-0.186061,-1.018324,0.409644,-1.383561,-0.523306,0.559489,-1.760352,-0.386277,0
3890,4559.35,-2.271886,0.649962,-1.442727,0.532411,-0.795447,-0.603571,-0.292007,0.368006,0.951782,0.671136,-0.537537,0.564567,-0.984435,1.126977,-1.130631,0.876522,-2.243732,1.204872,0.153133,-0.067494,-0.33413,0.934659,-0.980688,-0.617257,0.256225,0.902885,-0.05967,-1.417643,0
41606,696.44,-1.076661,1.059481,-0.859028,1.929331,-0.061618,1.097806,0.994044,0.691719,1.457698,-0.477537,0.297704,1.292748,-0.846138,-0.595122,-0.329113,0.385799,-0.463574,-0.434832,0.893009,0.128233,1.123547,-1.22431,0.900951,-1.406286,0.079231,0.509483,0.197828,1.111474,0
87313,504.87,-1.778631,0.512467,0.813548,-0.605242,1.22905,-0.001339,0.967066,-0.457174,0.129232,-1.056698,-0.823857,-1.224825,-0.979231,1.099229,0.402618,-1.994313,-0.870732,-1.272494,0.031695,0.967674,0.836172,0.006015,-1.350479,0.371517,0.089762,-0.485612,-0.626328,0.408211,0
141699,1280.82,1.255198,-0.074127,-1.664892,-1.197398,0.142909,0.373437,0.793716,0.517135,-0.53243,-0.891776,-0.095323,0.288419,-1.008102,-0.826302,-0.974868,-1.128035,-0.038688,-0.085987,0.671182,-0.312033,0.287545,0.724509,-0.579685,-0.026899,-2.053029,0.406507,-0.754078,-1.289687,0
8792,3630.75,0.188416,-0.242149,1.420177,-0.809327,2.13177,-0.78469,-0.515095,-0.747602,0.621234,-2.106284,-0.562959,0.508299,0.437613,-0.72609,1.015912,0.581622,2.459463,-0.762925,-1.410926,-0.582756,-0.392388,-1.008951,0.96469,0.162034,0.196724,-0.692955,-1.197521,0.198348,0
154969,2965.22,-0.125939,-0.24631,-0.343882,-0.232818,1.25948,-0.734313,1.144263,0.387543,-0.372903,0.606796,0.295605,-0.832179,0.094525,0.641849,1.125162,0.249208,0.782277,0.076762,0.84246,0.046697,1.464611,-1.064133,-1.300762,0.519846,-0.318834,-0.031018,0.481476,0.671096,0
68148,511.96,-0.717485,0.697777,0.575033,0.064231,-0.086316,2.657511,-0.931071,0.019703,0.589852,0.58274,1.108576,1.487838,0.748221,-0.812301,1.245052,0.66601,1.529579,0.254738,0.006503,0.242649,-1.056849,-1.317871,0.81698,1.096225,-0.785991,0.397262,0.591569,-0.211656,0
124243,4593.83,0.029779,-1.407124,-0.116391,0.114529,-0.105788,1.80008,0.853393,-0.422495,-0.662803,1.583651,1.149378,-0.24552,-2.819686,-0.274404,-0.9079,0.780567,0.821415,-0.478218,1.097926,-0.60133,1.072383,1.594491,1.115783,0.177995,-1.235124,1.838812,2.431559,1.65538,0
120174,3950.63,-0.84798,-0.371873,-1.39239,1.802661,1.630923,-0.069681,-1.674576,0.046992,-0.828406,0.414929,1.289291,0.453635,-0.391539,0.394779,-0.777867,0.241708,-0.100075,-0.713719,-0.252247,-1.703015,0.626453,1.698508,1.073124,0.615177,0.663947,0.438681,-0.166842,1.041491,1
154555,116.09,0.174019,1.59561,1.055545,1.624839,0.137326,1.533004,-1.177112,-1.055193,1.216446,0.655225,-0.334093,-0.550258,-0.377405,-0.252606,-0.172873,0.420378,-0.0097,-2.154132,1.741697,-0.489899,-1.266403,1.683618,0.374376,1.819054,-2.126096,0.016409,0.152705,-0.481812,0
124358,3257.18,0.245734,1.634195,2.750723,1.302946,1.408922,1.212738,1.652615,0.30904,-1.012574,-0.081546,-0.250047,-1.194408,0.052634,-0.562578,-0.272243,-0.569587,0.864585,-0.168816,0.53371,0.807436,0.073905,1.817419,-0.838547,0.966552,-1.233386,-0.400463,-0.241781,-0.226703,0
48555,3856.46,-0.861384,-1.478147,-0.515008,2.514439,2.002907,-0.625211,-0.203835,0.412822,1.022248,0.464879,-1.268952,0.91306,0.026772,-1.207228,-0.325691,0.114245,0.248351,-0.436847,-0.905265,-0.078815,-1.320744,-0.633035,-0.990232,0.218226,0.147132,-0.584007,2.706921,-1.23662,0
17159,1872.8,-0.880462,-1.131414,-0.322359,0.824098,-0.204219,-0.724933,-0.68097,0.34564,0.586031,1.089593,-0.342549,0.379071,0.228085,1.449329,0.755758,0.313465,-0.287961,-0.365938,1.128125,1.243851,-0.347901,-1.812665,-0.503374,0.15674,-0.514098,-0.386745,0.617753,-1.696628,0
110510,345.54,0.962199,-0.270621,-2.6491,1.108355,0.351955,0.668677,1.102759,1.502171,0.094298,0.181472,-0.306838,0.237252,0.088815,1.636112,0.611671,1.705957,1.426465,0.731636,-1.057849,0.502555,0.280159,1.703248,-3.065579,-0.829205,0.378196,0.040205,0.002227,-0.870352,0
106530,387.53,-0.05286,0.89259,1.351503,0.804771,0.980004,0.260061,1.217372,-0.094974,-1.892645,-0.521232,-0.617148,-0.278169,-0.458798,0.329336,-0.874565,-0.824586,0.44473,1.965275,-1.113773,-0.527921,-1.014304,0.929177,0.023214,-0.646439,0.096368,0.915832,2.102829,-0.702754,0
80077,522.13,-0.78102,-1.827474,0.911765,0.640905,0.7675,-0.402005,-0.433281,-0.026123,1.485659,-0.220226,-0.621793,0.35183,-0.399546,-0.232117,-1.141163,0.723846,-1.425171,-0.356879,1.288767,1.469039,-2.34778,0.848777,-0.115123,-0.098657,-0.679223,-1.274343,-0.059503,1.326474,0
35920,4202.36,-0.370506,-0.054809,-1.733384,0.394397,0.760491,0.721227,0.278463,-1.170269,-0.93484,0.751864,-1.697698,1.266237,-0.052819,-0.177172,-1.239073,-0.115556,-0.180369,0.386053,0.335452,-0.869055,-0.127754,-1.040021,0.075886,-0.353596,-1.692798,0.76611,3.542095,-1.374755,0
19457,4553.52,-1.010594,-0.474179,-2.064885,-0.396857,-1.333474,-1.442483,0.136907,1.572469,0.953154,-0.491263,-1.341913,-0.68381,0.504643,0.832193,-0.879058,0.744691,0.050238,0.254039,0.072392,-1.675158,0.214556,0.097051,-0.240214,1.885478,0.753149,-0.565249,1.663891,0.09735,0
78953,614.93,-0.067184,1.325965,-1.949231,-1.246778,-0.848417,0.115002,-2.827101,-1.498143,-0.690941,0.889066,0.044544,0.560273,0.085098,1.031782,0.84589,-0.120367,-0.404369,1.13465,-0.503947,0.344078,-0.376975,0.159267,0.176694,0.372859,-0.172904,-0.701044,-0.021164,0.214512,0
52995,1180.29,0.831628,-1.676908,0.645169,-0.130654,-0.495267,-1.238924,-1.39586,0.228564,-0.771163,1.908598,0.082073,0.20249,-0.785185,-0.540153,0.143329,1.177405,-0.38516,-0.911778,0.8317,-0.783875,-0.015389,-0.063138,0.079268,0.290568,-1.315339,0.510704,0.512614,-0.707125,0
171829,828.44,-0.027671,0.092541,0.744991,0.565774,1.214421,-1.205991,0.942254,-0.614781,0.668616,0.901462,0.483056,-0.184415,-0.838126,1.074608,0.925849,-0.742545,-0.417281,-0.941292,-0.271746,-0.056677,-0.179615,-0.850262,-1.460083,1.173177,-2.099333,-0.375085,0.126905,1.019498,0
9692,932.42,2.363633,-0.393609,-0.923334,0.072262,-1.235375,-0.706765,-0.832604,0.062317,0.538465,0.747136,-0.258894,-1.645557,0.509896,0.615089,-1.700019,0.142216,-1.784705,-0.824778,0.201637,-1.071976,-1.017667,-1.900917,0.279954,0.18306,0.332534,0.476432,0.754051,-0.312569,0
37065,4187.62,0.42136,1.469799,0.49926,-1.065336,1.523227,0.363287,0.529838,-1.308059,-1.145098,0.347632,0.011654,-0.011993,0.757393,1.057224,0.273391,0.439371,-1.962533,-2.267509,-1.127242,0.004541,1.947118,-0.752664,-0.021089,-0.275849,-0.635338,0.388102,-0.579597,-0.592657,0
99299,1661.4,0.229954,0.597653,0.158877,-0.165883,0.779834,-0.675237,0.26304,0.891663,1.436759,-0.776869,1.25051,0.672689,1.071014,-1.601777,0.260591,-0.681322,-0.653393,-0.046005,-0.057671,0.484795,0.316988,-2.871466,-1.725815,0.258332,-1.145626,0.805788,2.096789,1.642323,0
163678,1557.91,-0.908302,-0.585816,-0.36727,-0.218003,1.15423,-1.218109,1.215433,-0.95518,-0.206046,-0.867582,-0.052901,0.323972,-0.490926,-0.419203,1.200318,0.304646,-0.400497,-1.052649,0.175252,0.632579,-0.42583,-0.412879,0.894826,0.406488,1.178071,1.318401,-0.652723,-0.841964,0
11534,1137.75,-0.238533,0.853386,0.970197,-0.062355,-0.929533,0.477249,-1.363791,1.166253,0.068929,-0.877622,-0.632069,-1.438674,-1.877684,-0.172901,-0.409092,1.006922,-1.339296,0.251178,0.534314,-1.138277,-0.824784,-0.614998,-0.298294,1.400179,-1.874965,-1.720014,0.254698,0.778479,0
40397,3039.86,-0.779014,-0.388829,-1.204936,0.490915,0.072302,1.492747,0.394206,-0.92761,-0.297078,0.554732,-1.190948,1.247055,0.381645,-0.468954,-0.479825,-0.067119,-1.024228,-2.392412,0.337781,-1.354121,-0.397564,-1.167726,0.63563,-1.357458,-0.249788,0.20444,0.367343,-0.567755,0
91387,1897.15,-2.165645,0.99933,1.147539,0.706258,0.298943,0.63885,-0.065414,0.975212,-1.102764,-0.389463,0.79748,1.64792,-0.715632,1.917323,1.5065,0.750485,-0.253129,-0.057009,-0.333544,0.397482,-0.36496,0.400866,-0.044289,-0.73928,0.724713,-0.739762,-0.315417,-1.215191,0
1016,3721.5,0.974262,-0.237077,-0.728522,-0.500051,0.254967,1.801799,-0.789774,-0.830965,0.735224,-0.028992,-1.703342,-0.109497,-0.10337,-0.409868,-0.171013,-0.6743,1.031059,-0.256171,0.284724,-0.379573,0.038153,-0.343371,-1.780203,-0.072916,0.488609,0.418033,-1.289138,-0.330429,0
55591,1028.69,-0.511451,1.054667,1.781537,0.981121,0.295657,1.409178,-0.796796,-0.61461,0.289551,0.418656,-0.838419,2.311076,0.14823,0.468392,0.177271,-1.096446,0.965299,-0.544963,0.980712,-0.556763,1.146206,-0.271155,0.250519,0.937227,-1.303462,-1.405544,0.241023,2.355754,0
23247,3939.16,-0.7604,0.436082,-1.005306,1.131638,-0.276526,-0.487428,0.227481,-0.001846,-0.805085,-0.840421,0.418579,-0.82955,0.55365,0.15284,0.476299,0.695476,0.998819,0.998205,-1.484097,-0.117599,-0.80457,1.390991,0.496407,0.787245,1.317332,0.051021,0.247754,-1.443791,0
24300,3019.0,0.21057,3.260491,-0.351572,0.320302,0.135207,0.63216,0.62967,-0.847927,0.944133,-0.501924,-1.906553,-1.272099,0.893199,-0.290227,-1.667757,-0.559186,-1.010325,-0.804609,-0.165476,-0.170407,0.177724,-0.321074,1.170545,0.108337,1.419876,-1.882067,-0.328848,-0.700406,0
82798,572.22,0.5125,-0.052896,0.058587,0.66475,1.033564,-0.091631,0.063596,-0.877376,0.054837,0.322883,-0.614355,-1.014822,1.169635,-0.70864,0.041102,-1.676719,-0.222282,0.303732,0.208722,0.373953,0.799638,0.453764,0.918943,1.0193,1.024418,0.043463,-0.289416,1.229089,0
9268,2073.11,-0.320775,0.382862,0.052319,0.984231,-1.166512,1.0621,0.094714,-0.836341,0.076377,-0.290854,0.129168,0.245139,1.319319,2.055849,-1.245138,-0.76025,1.235643,-0.631831,-0.922263,0.487512,-0.673847,-1.083122,1.198317,-0.673874,-0.866669,0.005587,0.154186,-0.939817,0
86807,4317.73,-0.002602,-0.479425,0.490829,-1.097645,1.54705,-0.091812,-0.498494,0.318856,1.776519,-0.197451,-0.383338,-1.778348,0.104046,-0.221872,-0.087629,1.347579,-1.764691,1.659041,0.929717,0.983892,-0.679596,0.255433,0.736346,1.883358,-0.225313,-0.67255,1.245501,-0.601923,0
12185,4614.88,0.746187,0.002685,-1.285682,1.054731,0.981899,-0.788697,-0.432186,-0.000449,-1.608,-1.032655,-0.982689,-0.310913,-1.688643,0.875585,-0.294564,1.060267,-0.459449,-0.13696,0.599501,-0.258228,-1.509105,-0.102551,-0.491645,-0.835699,1.258067,-0.393875,1.174626,0.134668,0
170171,2329.03,-0.360194,-2.701835,-0.037312,-0.790061,-0.965202,1.373406,-0.79247,0.052631,-1.621204,-0.183912,-0.593444,2.93455,-0.60954,-0.009648,-0.506369,-1.12042,0.222167,0.675808,0.998121,0.995772,1.681211,0.092553,-0.468028,-1.713899,0.444115,-0.369842,0.481579,-0.224857,0
139643,2404.7,0.302334,0.465584,0.138132,-0.692702,0.383836,0.317796,-0.518602,-0.324633,-1.396005,1.65217,0.816984,-1.503824,1.408126,-0.458722,0.626673,-1.461685,-1.70513,0.609692,2.159694,0.587517,0.507926,-1.224847,0.988938,0.605176,-0.638203,-1.549597,-0.428794,0.50886,0
38044,4592.36,-1.659245,1.342874,-0.527738,0.196289,0.901499,-0.66353,0.594676,0.5487,0.363633,-0.446353,1.831377,-0.54711,0.14876,0.108292,0.097397,-0.409236,0.42886,1.145629,0.330138,0.873024,-0.570381,-1.129739,-0.388397,-1.433287,-0.212743,-1.296452,-0.340017,-0.262743,0
51214,2935.75,-1.241319,0.39663,0.404059,-2.14404,-1.235293,-0.498726,0.706406,1.050058,-0.359044,-1.147011,0.139489,-1.036068,2.178375,0.308114,-1.060902,1.040459,1.546993,0.146083,-0.28317,-1.106769,-0.613685,-0.346172,0.529836,-0.508895,-1.524765,0.188146,-0.243728,0.005777,0
114752,165.2,0.60554,-1.313861,-1.34637,0.17562,0.041978,-0.669921,-1.275876,0.575617,-0.279546,0.958136,-1.988285,-0.284817,-0.378985,-0.469586,-1.094844,-0.195734,1.224585,-1.317461,0.938575,-0.103059,-1.031382,1.330639,1.70934,-0.143169,1.149205,1.068146,-0.450249,-0.130731,0
