age,income,education,work_experience,city_size,credit_score,dependents,homeowner,loan_approved,noise_feature_1,noise_feature_2,noise_feature_3
61,44342.296380990265,Bachelor,34,Medium,785.7315130381162,2,0,1,-1.3768970417896995,0.8728703449389911,-0.0627985640877253
42,39841.08869940089,High School,21,Small,557.335030200815,1,0,1,-0.03707549416747282,1.6605325374078606,0.4322572846006284
66,60911.5760914228,High School,46,Large,850.0,3,0,1,0.2616343777027056,1.2557153169408168,1.321385249405341
44,67474.42461496702,Bachelor,19,Medium,850.0,0,0,1,-0.9860141426997233,-0.5580816043138674,-0.5316005543168191
76,46110.487385923465,Bachelor,53,Large,850.0,0,0,1,-1.422939640543623,-0.1732072238210627,0.01589264194792585
59,40276.68675181687,PhD,39,Small,697.4958955868506,0,0,1,1.1933058792174351,0.3491872278547174,-1.0283552198326182
45,61320.39352073502,High School,18,Medium,850.0,0,1,1,-0.3825288583789756,0.31393534496535186,0.47986413170190173
77,52171.83175623899,High School,53,Large,850.0,1,1,1,-0.2394121756845325,0.6809697569455235,0.19850780129771622
33,41375.46803551292,High School,12,Small,552.1753861808313,1,0,0,-0.5466702424899409,0.20306135489634805,0.4608695960309444
32,51421.99829736,Master,13,Large,747.0943585608685,2,1,1,-0.7711752924501525,-0.3613278533637633,-0.9888592025231775
79,40334.053760297116,Master,64,Medium,838.5458640341391,1,0,1,1.3027832768210437,0.1369456086377695,0.7655656798977363
79,56991.95653487704,Master,63,Medium,850.0,1,0,1,-0.879796345370419,0.998785248291418,0.10202287099538014
64,42155.07610937306,Master,42,Medium,764.9785495466809,1,1,1,0.17968349257726401,2.9162784641471795,1.0294978289247905
79,57655.99894522516,Bachelor,56,Large,850.0,1,0,1,0.008704329651232726,-0.4989412314911761,-0.4377339316253455
68,50232.983461527,Bachelor,49,Small,850.0,3,0,1,-1.9481737788572926,0.22620456232407013,0.6824105561000494
61,84125.89296829708,High School,37,Small,850.0,0,1,1,0.24094688199931794,-0.36328122827846054,0.44503144055730753
72,44365.247935007945,Bachelor,48,Large,797.0157192177708,2,1,1,-1.5439688984752336,0.307551610365067,1.5246508652908393
69,49594.347499457384,Bachelor,46,Large,826.6217990692879,2,0,1,0.6354601088299121,0.9756526387881056,-0.11630989773785937
74,39246.903099408824,Bachelor,51,Small,786.6617011422944,0,0,1,-1.1864165297170102,-0.2081237357102924,-0.5548763339146958
20,58419.75202512996,Master,0,Medium,656.2222069740399,4,0,1,0.5220186105991496,-2.0460323355173995,-0.4937864599783248
54,20000.0,PhD,30,Medium,484.77502415567506,0,1,1,-0.42950584473677855,1.028573723350865,-1.1083200240058837
68,50587.00819849238,Master,46,Medium,849.0451552184967,1,1,1,-0.674324747202384,0.1304191075093118,-0.5030718311855864
24,26870.444518813467,Master,7,Small,364.18372215071366,2,1,0,0.21056645731155904,-0.3420320274653403,-2.3405924238418687
38,36380.21502358377,Bachelor,16,Medium,602.8390118292083,0,0,1,-1.4718590677176215,-0.5652875256139867,1.3687662795934419
26,25878.71743390501,High School,9,Small,421.0865712865888,1,0,0,-0.06922065896326182,0.3112048124448666,1.934047849436841
56,35378.55416749199,High School,38,Large,616.1020124605885,3,0,1,0.7822500399402454,-0.6958730705827048,-0.14758530018906058
35,58512.063206699444,Bachelor,15,Large,759.3725688199908,0,0,1,1.0426044316244578,-0.5790070398619215,0.43810139529549436
21,39677.7954620771,Bachelor,0,Medium,488.2141746283791,4,1,0,-0.46263091372378906,-1.2486186366041756,0.16400910885337652
42,49532.99106219657,High School,23,Small,673.397528659818,2,1,1,-0.3166523005073944,-0.6823631201912521,-1.313059321395441
77,44655.49691745327,Master,54,Small,746.6414855541809,2,0,1,-1.4919024626931252,0.6308637588375215,1.0262595314501082
31,68640.10027158064,High School,9,Medium,817.2096154980028,1,0,1,-0.7507131618806316,-1.3811700589604379,1.1754504888371748
67,62852.7244278992,High School,46,Large,850.0,0,0,1,-1.5601105069095194,1.152067343332024,-1.0409836509547954
75,46023.375815588864,Bachelor,53,Medium,840.9782935476566,2,1,1,0.44007359523518,-1.1789532528400433,0.3298894203779641
26,32641.40191849323,High School,2,Medium,478.44895926134456,3,0,0,0.8421667197294037,0.14993581380900822,-0.2627612778586437
43,44765.04055213759,High School,16,Medium,622.5411720312317,2,0,1,-0.45422417181626934,0.4849488076014397,1.1899220062444997
70,61312.93703953679,High School,51,Medium,850.0,0,0,1,-1.0582321486945814,0.8246419535997122,-0.08287555568534245
19,58816.3679450795,Master,0,Small,635.3513903074613,0,0,1,0.3081917735796738,0.824891928482835,-0.05579298251386271
37,40393.75528062886,Bachelor,10,Small,582.6729270243658,2,1,1,-0.8679657064849227,-0.08402685697568738,1.820878819453183
45,28410.848075262675,Bachelor,21,Small,478.9875257195851,1,0,0,0.6719388688465955,-0.17155163904828444,-1.2854156408044988
64,55289.68197601483,Bachelor,43,Medium,850.0,0,0,1,1.935430282703556,0.5965343314917344,0.24805043078653272
77,34600.564696030415,High School,56,Large,736.844301960034,2,0,1,-0.8844330597014215,0.27802730333943,0.08865083157869001
24,28747.618164464435,PhD,0,Large,401.9677853530554,0,0,0,-0.7416756028903475,-0.3458214230710446,-0.6036141143810994
61,51832.97120281243,High School,39,Small,792.0672240223801,2,1,1,-1.4595707015429282,0.3709725584686158,2.039821336219502
78,51736.82459817291,PhD,58,Small,850.0,2,0,1,0.1461090933278769,-0.1671278515659971,0.33654868978555214
25,33027.78329146476,Bachelor,2,Small,546.7308735309501,1,0,0,0.07812406859813241,-0.6005354086610949,0.6717730946127243
64,28366.104670737142,PhD,43,Medium,578.6068406712442,5,1,1,-0.27055929606270246,-0.37834052045199656,0.8146039833106347
52,62388.362775350884,High School,29,Medium,850.0,1,0,1,0.01614704755227157,0.486418831849281,-0.32085433142202224
31,74902.14130062987,Bachelor,12,Medium,850.0,2,0,1,-1.0436749820551623,-0.9280876150612746,1.2417642496103674
34,58705.3996540767,High School,10,Small,779.5952622694688,0,0,1,-1.6631996768041108,1.1063356934809976,1.040534445273553
53,52654.760858001944,High School,28,Small,833.3964022146813,2,0,1,-0.7590697760905438,-0.5572735863638701,-0.12210039013015048
67,41559.34590286511,Bachelor,45,Small,732.8945343625973,1,1,1,-1.9155227160731017,-2.2598921739059756,0.9382668096582747
57,48699.1300867499,High School,31,Small,807.4799721897552,2,1,1,-0.8845282299286947,0.5525423170647159,1.2399359056347612
21,27196.56645942285,Bachelor,0,Large,514.7976384445204,0,0,0,0.30972744099116595,-2.7014603868142175,0.795095069729047
19,52807.29438145223,High School,0,Small,651.4499435241075,0,0,1,0.05966518564654772,-1.0119190637773463,-0.8352195906631601
79,47613.98255414658,High School,54,Medium,850.0,1,0,1,-1.7737827304137554,2.4224564229212397,-0.09235472618500105
23,39002.18970407038,Master,0,Medium,529.0741970460344,1,0,0,1.0493465455970319,1.0599931194039827,0.4753704338535844
71,20111.088482822524,Bachelor,47,Large,509.51280371834997,2,0,0,-0.19457089747752848,0.9773757585544134,0.25212050165273486
59,42446.30086222074,Bachelor,34,Large,733.2477084848565,3,1,1,-1.2993236017827896,-1.118819284009164,-0.745172804805161
21,41510.65056670304,Bachelor,0,Large,503.5873158565339,1,0,0,-0.36435490988652924,-0.18663049606313983,-0.2865634323314553
71,40593.25211603406,Master,46,Small,731.135486294462,1,0,0,-0.5830117488090282,1.2414299518772323,0.35186661997382035
46,77301.20703699661,High School,25,Medium,850.0,1,0,1,-0.8677387031412905,0.6396375741153386,-1.5092145854966748
35,79584.11241016285,Bachelor,15,Large,850.0,2,0,1,0.8125927038575976,1.1358569449791076,0.019330194607769344
43,94376.29509432492,PhD,17,Small,850.0,1,0,1,-1.106324979567164,1.7815351312176446,0.6966447246338537
61,42333.54404492519,Bachelor,37,Medium,850.0,1,0,1,0.1846461585032021,0.6601098756999022,0.28293803546086954
51,20000.0,Bachelor,27,Large,495.39354572360986,0,0,0,-1.3413181900608007,-1.2306838821003936,-0.8574787094278141
27,20000.0,Bachelor,5,Medium,347.2195122921057,0,1,0,-0.036896093092713675,0.5983818775801177,-0.6815122379614552
79,39401.40081919132,Bachelor,60,Small,793.5080137544619,1,0,1,0.26542268124797747,-0.2355308328608744,1.486995232666113
53,46181.55380489043,Bachelor,34,Small,786.9329690299991,2,0,1,0.2673382800864504,-1.2908598325968426,-0.9376468034066535
31,66760.49770697656,High School,16,Medium,850.0,3,0,1,0.08080613870723939,0.8945577675765074,1.1856678397253988
48,53409.07136442942,High School,19,Small,808.344982244923,0,1,1,-0.23901524973792063,1.202072844973665,-0.6213152851827265
65,56558.93984863853,Master,40,Medium,850.0,0,1,1,-1.0640941514271003,-0.0938995535752044,1.1301741060392332
32,38931.18775460911,High School,15,Large,622.944081144972,0,0,1,-1.0525517893468734,0.3204761522604667,0.5411039712900175
25,28759.832711114213,Bachelor,0,Small,419.71628925793516,0,0,0,0.298828801411863,-2.072668950314001,-0.3480429663845656
31,78456.03424074699,High School,14,Large,850.0,3,1,1,-1.261408837003579,1.1237731083486033,-1.766530234342205
40,36246.302528195214,Bachelor,18,Medium,612.513571283544,2,0,1,-1.4907074276490448,0.7932613397279638,0.39856770098979044
77,58426.57944358079,High School,56,Small,850.0,1,0,1,1.4297698159135177,0.25022391412000633,0.18156313663529017
74,67007.07182632541,High School,48,Large,850.0,2,1,1,-0.25971689701495076,-1.2524495761836905,0.4139127788985851
79,41941.89794335177,PhD,56,Large,792.6649681670168,2,0,1,0.6350146860713466,-1.6443744412371393,0.5394014901722126
57,40949.66056980167,Master,40,Medium,733.1466521669861,1,0,1,0.873488212885673,2.0265754136112673,-1.3141270620742962
38,48757.089959047895,Bachelor,16,Large,712.698444476388,1,1,1,0.05112699413142872,-0.9995705122867118,0.3932718069115363
33,37288.269060244915,Bachelor,10,Large,605.0161960730793,2,0,1,-0.37677671285964215,0.13418414229010642,0.7425406746003839
62,35215.68131672856,Bachelor,41,Large,642.31526147381,0,0,1,-0.3597852173043724,-0.9686923377395297,0.7307426878338679
35,51161.779634942024,Bachelor,12,Medium,765.6640584967585,2,0,1,1.6080305722689119,-2.288908688654389,-1.253056623842459
64,59386.023560536276,Bachelor,43,Large,850.0,0,1,1,-0.5588078311279582,0.44800699965400265,1.1542987470432542
70,35520.887696540885,High School,45,Large,735.4295350935928,2,0,1,0.17643184576696977,0.6038605988337657,0.4286994890134526
41,51703.89544895685,Bachelor,19,Large,767.2195924042837,2,0,1,0.6773191465991114,-1.6687970223674118,0.5555479727542744
43,50247.673580623035,Master,19,Small,648.3934544615455,1,0,1,0.25070977785741705,1.1082852204444689,-0.8957000601150521
42,51337.00247211358,PhD,15,Medium,673.1251650897896,2,1,1,1.0843836312608062,-0.526601728288461,0.757092184360496
77,38962.12521533984,High School,56,Medium,722.716726300036,1,0,1,-0.38661601366278875,-1.0825904076640496,-1.7239140478300392
77,49573.77655985187,Bachelor,51,Small,850.0,2,1,1,0.6733501894090704,-1.148181330348155,-0.8481968714045293
77,54492.83642731331,Bachelor,55,Large,850.0,1,1,1,-1.7946087418425432,0.8712261980971099,1.2665842825327118
62,62876.99528784698,Bachelor,43,Small,850.0,0,1,1,1.3469154638699954,-1.9237380701425477,0.7085944379770165
58,38786.959859456794,High School,32,Small,678.0383973391808,0,0,1,1.1231501004816988,-1.2421720273924683,0.29150808849609516
46,71354.1175951639,Bachelor,26,Large,850.0,0,1,1,-0.3044259788048437,0.4315996411481527,0.9437138772259241
32,33685.23158390832,High School,9,Medium,463.231440303824,1,0,1,0.4388384367564401,0.2986775415244125,1.013192673947147
62,71835.5954501789,High School,37,Small,850.0,0,0,1,0.8910649694624702,-1.0219816573476432,0.7579151781475839
18,39945.66602142485,Bachelor,2,Medium,515.2161534239224,1,0,0,-1.037752927939171,1.2863407146394097,-0.21742794577620195
42,63299.090334264234,Bachelor,20,Medium,793.7490169385237,1,1,1,-0.14452609556268733,-1.11306649104275,-0.8780465404656908
24,26852.158720097024,Bachelor,0,Small,416.94562579128376,0,0,0,-1.3057499772415522,-0.2085473706575893,-0.6634129242612378
26,53469.80331447603,Master,2,Large,706.4751709970582,1,0,1,1.1384164263603764,-0.34092888543515604,1.410587721028153
41,60543.66404031228,High School,22,Medium,778.3892604253563,2,1,1,0.8227606208291642,-0.3370648256795763,-1.2754986170599547
18,32865.27363092666,High School,0,Medium,517.110596912224,0,1,0,-0.2809489161478447,-0.1953307078639792,0.4908234041459546
61,49773.66542100565,Bachelor,41,Medium,776.1037030425287,1,1,1,-0.39691329915438867,-0.2251985048704186,0.4923591249759909
25,42642.52198609023,High School,3,Medium,501.43131615012516,0,0,0,-0.148956560834947,-0.237514167789116,1.4680571331629568
41,35329.40912368521,High School,22,Small,481.832965500525,2,0,0,-0.8972573350758664,-0.18192715755537942,0.4895591411871198
28,43819.299103832396,High School,3,Small,639.2250259729321,2,0,1,-0.17403757636148628,1.08535712431188,-0.4232237327668238
68,53591.42901220681,High School,43,Medium,850.0,2,0,1,-1.0377307779842366,-0.23241361211709552,-0.40747558737790107
34,41814.23672236165,Master,11,Large,564.1780677503971,1,0,1,0.898331116178841,0.6919460278442265,-0.005780617468940683
25,20000.0,High School,2,Small,300.0,0,0,0,1.1369357065545949,0.14872259075403832,1.1326692533300433
52,34121.16141867439,Bachelor,29,Medium,581.7490680083957,2,1,1,0.9451929880127986,0.36623048762499855,0.8065198587492997
52,65512.63279869243,High School,38,Large,850.0,0,0,1,-1.194199839486084,0.7779112354126222,-1.0857113008902601
50,41849.32519719089,Bachelor,34,Small,561.268876783853,4,0,0,-0.20845077826930306,-1.1402719901983338,0.27866282530485326
76,49368.80434282098,High School,55,Small,842.1051233765822,0,1,1,0.5847290911425383,0.6273999269690751,0.8252634339756902
22,58898.78272218324,Bachelor,1,Medium,788.6270257239429,2,0,0,0.7687580372209125,-0.21215407921717838,-0.2371753855891685
59,49289.06059461142,Bachelor,36,Medium,850.0,0,0,1,-1.8388648340477687,-0.9610059991242222,-2.1599744267815892
56,55985.00425476329,High School,31,Small,811.3187591335688,3,1,1,0.7404896004105328,0.775780029522325,-0.19647311694389455
75,57880.53506779798,Bachelor,52,Medium,850.0,5,0,1,-1.243268208639289,-0.4253959805581429,-1.4851497002630758
58,42301.99796343302,High School,38,Medium,736.1668498690507,3,0,0,-0.15396438063644957,0.37749476506491375,-1.6434549439966313
45,66023.40255211508,Bachelor,27,Medium,850.0,3,0,1,1.2574876575894556,-2.7124485955830786,1.0651658990299444
24,41839.61637474451,High School,5,Small,627.618674227904,1,0,0,1.1220703448967464,0.7260827322569589,2.521030626028634
26,33554.75914646096,Master,0,Medium,482.53530173750727,2,0,0,1.326130189747805,2.5900921777542685,1.3642854537471272
25,41681.00951756712,High School,2,Large,598.5859097238231,1,0,1,-1.0662703713871013,-0.007664813057467876,-2.6105930028226814
29,33107.92340504323,Bachelor,3,Large,485.15917250521306,0,0,0,-0.8192902855764191,-0.26355498954222345,-0.17301269054850632
51,57530.29306549038,High School,33,Large,728.6834900185805,1,0,1,-0.5628010425379996,-0.4612910220397099,-0.5896884068892817
50,82462.76276911254,High School,27,Medium,850.0,1,0,1,-0.14644057871469274,0.5555962115716703,-1.4709223303831442
65,40658.88134015619,Bachelor,43,Medium,682.3449209362608,0,1,1,0.21670114480656788,-0.3041058648233132,0.4648587430891844
72,59583.858896136946,Master,51,Medium,850.0,3,1,1,1.2772549509740896,0.6475584143936208,-0.18479374499258125
40,56498.583158536145,High School,26,Small,850.0,0,0,1,-0.9286121331689943,1.7224480668756128,-1.164089589578607
79,44874.180277727944,High School,58,Small,850.0,1,1,1,-0.6288531865427839,0.8410389605482775,-2.05634524378953
41,48035.19483253801,High School,18,Medium,680.0625432221419,3,1,1,1.423641070036729,-0.17466628867854772,-0.6089161295049536
54,32117.576579096327,High School,28,Small,653.1036655987457,2,0,1,-1.1590478764405308,-1.1154755024110665,0.007907044773948506
52,28942.091176522525,High School,34,Small,476.82672799013784,0,0,0,0.7268524990705022,-0.408218845356916,-0.11841678695747603
61,43953.61621484221,Bachelor,38,Large,720.0514036410102,3,0,1,-0.08864778279769787,-0.16068656568026599,1.0627823352082126
57,52963.87233525209,High School,40,Small,782.7722906555189,0,1,1,0.3880737337864254,-1.3185993604618687,0.3379840331332128
39,54725.24710835723,High School,20,Small,762.1545490569792,2,1,1,-0.811371103022795,1.0869352178326839,-0.34462870951277125
44,68294.95294092385,Bachelor,21,Small,850.0,2,1,1,0.7071762874138633,0.5690862894899169,-0.8172275890621771
52,45409.583778138935,High School,26,Medium,737.6701153827509,2,0,1,-0.6542084695327084,-1.0485912942762896,-1.770926557938758
18,37501.90492247643,High School,0,Medium,489.3848733857099,1,0,0,-1.4195989634559774,-1.7792153873295955,-1.0912758601598698
52,20000.0,High School,28,Medium,441.9445440391027,0,1,1,0.4800391512100673,0.717851910635363,1.3583208110863072
54,35990.33633894711,Bachelor,32,Medium,645.9413562952781,2,1,1,-2.503088723489597,-1.6433429096396621,0.8646729709249688
64,43876.65108859863,High School,45,Large,716.7746173469667,2,0,1,-0.5680018201182806,0.08393249705408284,0.28876823374479144
31,44232.64920922417,Bachelor,4,Large,631.0334388426318,1,0,1,0.2911380980352713,-0.4095194687774696,-0.49406929104761166
20,44969.400682784035,High School,0,Large,524.6638565946743,2,0,0,0.75778014437391,0.7999774679140633,1.2410197885827632
18,41868.31790542646,Bachelor,0,Large,452.6077010392459,1,0,0,1.226519196251551,0.8115652197075236,-1.0111163796337514
22,20000.0,High School,2,Medium,311.8909717916043,1,0,0,1.7775448834776502,-0.8212758200383194,-0.9996795732033689
43,35293.63279470951,Bachelor,17,Small,472.28051972986077,1,0,1,1.4717482197188148,0.8879664516319535,-0.0934774883242101
72,43441.082604231764,Master,51,Small,850.0,2,1,1,0.19154795349893228,-0.2894659213235031,-2.183138977508559
31,52468.04819946782,Bachelor,13,Small,719.5354318402631,0,0,1,1.1256177773328855,0.018963938165857435,-1.0394767616220826
56,42561.167048318726,High School,35,Medium,722.4601629955774,1,1,1,0.17611311760952378,0.0394596762553654,-0.23622869360230153
44,66804.54348332493,High School,22,Large,806.8611975635118,0,0,1,0.6859056264622684,2.24816696100584,-0.4612339952809043
26,40126.04972376221,High School,7,Medium,496.25098808395137,2,0,0,-0.5993464151891469,-0.11939708603801137,-0.988255001176771
32,39053.364450258036,High School,8,Small,552.561566246173,0,1,1,0.4620758159981403,-1.6719029345086824,2.0353969332032107
32,57071.307297004445,High School,5,Medium,717.5578344187841,2,0,1,-0.4732462222773946,-0.7147135011413625,1.3632602402533818
43,51123.98919689247,Master,20,Large,641.8116436965511,1,0,1,-0.1735440725217398,0.7380445293915718,1.7146015835341926
59,47987.14914379992,High School,39,Medium,709.0500411611921,2,0,1,0.46522889645946347,-0.2840679601639946,-0.09904429312636226
77,25074.20798767411,Bachelor,58,Large,621.5873600310623,2,0,0,2.0913790773911662,0.01495614083202041,-0.4885859883410966
30,63330.69021449828,Bachelor,10,Large,719.1424322157911,2,0,1,0.3947704003001966,-0.4319518299159348,1.601663457669185
68,59478.6232348413,Bachelor,49,Large,850.0,0,1,1,-0.011707933512501998,-2.8166085705197084,0.08520636195563683
49,90333.70387852308,High School,30,Large,850.0,0,1,1,-0.8317762096959004,-0.7780069087398459,-1.060489689267953
56,61060.364777356626,Master,33,Large,850.0,3,1,1,0.8962015846706358,-0.0772922090808463,-0.991030854126704
66,31444.19724479422,High School,44,Small,702.8997138487277,3,0,1,-0.3354599969095467,-1.769474778756983,-0.3244277085528533
69,53023.798321927105,Bachelor,51,Small,850.0,0,1,1,0.37415265898707617,-1.1788426892475445,-0.022020508374609192
78,33983.894853338345,Master,52,Medium,744.2868663527295,2,1,1,0.7019422588004034,-0.34000267576211884,0.08146102820237984
49,45889.81601851818,Bachelor,28,Small,701.918848511984,1,0,1,1.264109108562502,-0.33131517862992743,-0.1835846869698407
21,41758.087300440806,Bachelor,0,Large,507.6571825929161,2,0,0,0.8423724790196542,0.3944218789448945,2.339604152656419
47,58958.416456810286,High School,28,Small,797.5872291790199,1,0,1,-1.2234580325065645,-0.27685709219649896,-1.3531209980041234
54,25682.262555639758,High School,32,Large,459.98302959600494,0,1,0,-1.7171984598926184,0.357633773559036,0.6727112604086436
40,60616.5448893186,Bachelor,18,Medium,850.0,1,0,1,0.7014717166517581,-0.7000408950664414,-0.47745272722941695
56,36726.26610259715,High School,39,Medium,621.2370000874107,1,1,1,0.08600439515999685,0.2115678999366735,-0.038785488974751425
62,29860.21072992882,Master,37,Large,610.0121377849048,0,0,1,0.3914695928703765,1.4711151480284466,0.9404954282430288
32,34050.56716317659,High School,11,Medium,454.99327881673497,0,1,1,1.7197575761510981,0.28896670096690225,-1.7827487839169327
60,51358.56835663974,High School,37,Medium,800.6131577359309,0,0,1,-0.6165880892105043,-0.23501582937245566,-0.9458702434453321
46,58147.27193065063,High School,26,Small,850.0,1,1,1,1.2914092431291537,-0.9427361221864503,-0.13365938538281646
53,64069.97303097512,High School,37,Medium,850.0,1,0,1,-0.6066632439298463,0.08697540992177587,1.4762517748494979
30,69104.8243081132,Bachelor,6,Small,850.0,0,0,1,1.5652687425910667,-0.2179945909307258,1.4709797091145924
49,63269.795871415634,Bachelor,23,Medium,850.0,1,1,1,0.7505184841575534,0.5619986520517943,1.2773014379984453
24,28197.38412806092,Bachelor,0,Medium,435.97076445534145,2,1,0,-1.5071280229151514,-1.8219146792377747,-2.1933878084128016
76,35339.31129187916,Master,53,Large,795.6221256886041,1,0,1,-0.41727869717562843,-0.18810703172192636,-1.0497691692772009
68,63064.98720610155,Master,46,Large,850.0,0,0,1,1.915668058465522,0.41928087791017143,-1.0086351303523882
39,38135.61108691254,Master,17,Medium,558.7707530501109,1,0,1,1.7901918173786424,0.12938243300809024,-0.05523524522167636
45,64752.85571096132,High School,28,Medium,850.0,1,0,1,0.6042213889881032,-0.33251960483281345,-1.8530265324755195
19,43678.49036663182,Bachelor,2,Large,524.1634795840013,3,0,0,0.35423473452920795,-0.3463530236598366,1.0978965367333255
59,48424.13808531902,High School,41,Medium,850.0,0,1,1,0.23973467264144868,-1.0988468259783406,-1.9943875749411746
62,49787.799945487,High School,48,Medium,733.6717105968504,2,1,1,0.4370276569034517,0.3788718856892748,1.0325259430539426
79,52867.24695448112,Bachelor,59,Medium,835.1361216551716,1,0,1,-0.1408004596415123,0.42488530339347474,0.8708388013220159
74,49551.3704618718,High School,55,Large,780.3110587588296,2,0,1,1.2110192593742015,-1.4131051897960274,-1.094385001372227
70,64308.890069679386,High School,50,Medium,850.0,0,0,1,0.577849864667919,0.7646375116210172,1.2619545784136927
23,28725.81115622523,High School,3,Medium,437.2622654221704,1,0,0,-0.9653552855356314,-0.6546087365334143,-0.33321065461492216
45,54451.99975122084,High School,24,Medium,807.5909621324183,1,0,1,0.6549917878621111,-0.37599338160042156,-0.5926989909702908
45,56926.77606396629,Master,22,Medium,763.8926285693275,1,0,1,0.16498418112966312,1.8538964456951645,-0.4214475097643658
61,20115.045753761555,High School,35,Small,504.7258811546236,2,0,0,-0.31246185117476094,1.6019198692878294,-0.3356825319931539
61,44019.947629776194,High School,39,Medium,689.3845445433702,0,0,1,1.898526853356068,-1.4465974515697229,-0.24367396509140993
37,67134.29348558493,Bachelor,17,Large,805.1653204855309,2,0,1,0.10377052108075847,-1.2789969358297757,-0.22097332197255057
47,40389.45665323184,High School,25,Large,667.8879084828956,1,0,1,-1.9568397314239163,-1.0509903730970358,-0.8903159126528094
